Epoch: 0/40, step: 0/49, loss: 2.95495, accuracy: 0.09473, learning rate: 0.001000
Epoch: 0/40, step: 1/49, loss: 4.69040, accuracy: 0.13672, learning rate: 0.001000
Epoch: 0/40, step: 2/49, loss: 2.84390, accuracy: 0.11426, learning rate: 0.001000
Epoch: 0/40, step: 3/49, loss: 2.64568, accuracy: 0.12109, learning rate: 0.001000
Epoch: 0/40, step: 4/49, loss: 2.59200, accuracy: 0.12891, learning rate: 0.001000
Epoch: 0/40, step: 5/49, loss: 2.39946, accuracy: 0.16211, learning rate: 0.001000
Epoch: 0/40, step: 6/49, loss: 2.38882, accuracy: 0.17285, learning rate: 0.001000
Epoch: 0/40, step: 7/49, loss: 2.27984, accuracy: 0.17383, learning rate: 0.001000
Epoch: 0/40, step: 8/49, loss: 2.22717, accuracy: 0.19336, learning rate: 0.001000
Epoch: 0/40, step: 9/49, loss: 2.28516, accuracy: 0.18359, learning rate: 0.001000
Epoch: 0/40, step: 10/49, loss: 2.19519, accuracy: 0.19629, learning rate: 0.001000
Epoch: 0/40, step: 11/49, loss: 2.14094, accuracy: 0.21875, learning rate: 0.001000
Epoch: 0/40, step: 12/49, loss: 2.13241, accuracy: 0.21875, learning rate: 0.001000
Epoch: 0/40, step: 13/49, loss: 2.16522, accuracy: 0.20801, learning rate: 0.001000
Epoch: 0/40, step: 14/49, loss: 2.11327, accuracy: 0.22070, learning rate: 0.001000
Epoch: 0/40, step: 15/49, loss: 2.10104, accuracy: 0.22559, learning rate: 0.001000
Epoch: 0/40, step: 16/49, loss: 2.11571, accuracy: 0.19434, learning rate: 0.001000
Epoch: 0/40, step: 17/49, loss: 2.05092, accuracy: 0.24316, learning rate: 0.001000
Epoch: 0/40, step: 18/49, loss: 2.05224, accuracy: 0.24512, learning rate: 0.001000
Epoch: 0/40, step: 19/49, loss: 2.11460, accuracy: 0.22852, learning rate: 0.001000
Epoch: 0/40, step: 20/49, loss: 2.05888, accuracy: 0.22168, learning rate: 0.001000
Rerun from step 21
Epoch: 0/40, step: 19/49, loss: 2.07096, accuracy: 0.22656, learning rate: 0.001000
Epoch: 0/40, step: 20/49, loss: 2.00783, accuracy: 0.24512, learning rate: 0.001000
Epoch: 0/40, step: 21/49, loss: 2.06413, accuracy: 0.22754, learning rate: 0.001000
Epoch: 0/40, step: 22/49, loss: 1.98889, accuracy: 0.24023, learning rate: 0.001000
Epoch: 0/40, step: 23/49, loss: 2.04297, accuracy: 0.24219, learning rate: 0.001000
Epoch: 0/40, step: 24/49, loss: 1.96327, accuracy: 0.26855, learning rate: 0.001000
Epoch: 0/40, step: 25/49, loss: 1.94227, accuracy: 0.26758, learning rate: 0.001000
Epoch: 0/40, step: 26/49, loss: 1.96580, accuracy: 0.25195, learning rate: 0.001000
Epoch: 0/40, step: 27/49, loss: 1.95098, accuracy: 0.27441, learning rate: 0.001000
Epoch: 0/40, step: 28/49, loss: 1.93233, accuracy: 0.27051, learning rate: 0.001000
Epoch: 0/40, step: 29/49, loss: 1.89101, accuracy: 0.26855, learning rate: 0.001000
Epoch: 0/40, step: 30/49, loss: 1.91527, accuracy: 0.27734, learning rate: 0.001000
Epoch: 0/40, step: 31/49, loss: 1.96784, accuracy: 0.25293, learning rate: 0.001000
Epoch: 0/40, step: 32/49, loss: 1.90831, accuracy: 0.28516, learning rate: 0.001000
Epoch: 0/40, step: 33/49, loss: 1.93107, accuracy: 0.27344, learning rate: 0.001000
Epoch: 0/40, step: 34/49, loss: 1.89457, accuracy: 0.30176, learning rate: 0.001000
Epoch: 0/40, step: 35/49, loss: 1.86710, accuracy: 0.29980, learning rate: 0.001000
Epoch: 0/40, step: 36/49, loss: 1.89440, accuracy: 0.29297, learning rate: 0.001000
Epoch: 0/40, step: 37/49, loss: 1.90863, accuracy: 0.29395, learning rate: 0.001000
Epoch: 0/40, step: 38/49, loss: 1.81383, accuracy: 0.32422, learning rate: 0.001000
Epoch: 0/40, step: 39/49, loss: 1.81283, accuracy: 0.29980, learning rate: 0.001000
Epoch: 0/40, step: 40/49, loss: 1.85384, accuracy: 0.29785, learning rate: 0.001000
