Load weights from ISCA_AE_CKPT/epoch_29
Epoch: 30/80, step: 0/49, loss: 0.68920, accuracy: 0.74609
Epoch: 30/80, step: 1/49, loss: 0.59749, accuracy: 0.79492
Epoch: 30/80, step: 2/49, loss: 0.65274, accuracy: 0.75684
Epoch: 30/80, step: 3/49, loss: 0.73794, accuracy: 0.73730
Epoch: 30/80, step: 4/49, loss: 0.64987, accuracy: 0.76953
Epoch: 30/80, step: 5/49, loss: 0.57035, accuracy: 0.79590
Epoch: 30/80, step: 6/49, loss: 0.66531, accuracy: 0.75879
Epoch: 30/80, step: 7/49, loss: 0.65046, accuracy: 0.78906
Epoch: 30/80, step: 8/49, loss: 0.65307, accuracy: 0.77246
Epoch: 30/80, step: 9/49, loss: 0.61870, accuracy: 0.78418
Epoch: 30/80, step: 10/49, loss: 0.63678, accuracy: 0.77539
Epoch: 30/80, step: 11/49, loss: 0.63718, accuracy: 0.77344
Epoch: 30/80, step: 12/49, loss: 0.61331, accuracy: 0.79980
Epoch: 30/80, step: 13/49, loss: 0.58027, accuracy: 0.78320
Epoch: 30/80, step: 14/49, loss: 0.66473, accuracy: 0.75879
Epoch: 30/80, step: 15/49, loss: 0.61101, accuracy: 0.78027
Epoch: 30/80, step: 16/49, loss: 0.60447, accuracy: 0.79590
Epoch: 30/80, step: 17/49, loss: 0.59390, accuracy: 0.79102
Epoch: 30/80, step: 18/49, loss: 0.59125, accuracy: 0.79785
Epoch: 30/80, step: 19/49, loss: 0.66469, accuracy: 0.75391
Epoch: 30/80, step: 20/49, loss: 0.61353, accuracy: 0.78711
Epoch: 30/80, step: 21/49, loss: 0.63505, accuracy: 0.76855
Epoch: 30/80, step: 22/49, loss: 0.58883, accuracy: 0.78418
Epoch: 30/80, step: 23/49, loss: 0.63262, accuracy: 0.77246
Epoch: 30/80, step: 24/49, loss: 0.69007, accuracy: 0.76367
Epoch: 30/80, step: 25/49, loss: 0.60867, accuracy: 0.78809
Epoch: 30/80, step: 26/49, loss: 0.57089, accuracy: 0.80176
Epoch: 30/80, step: 27/49, loss: 0.63292, accuracy: 0.78418
Epoch: 30/80, step: 28/49, loss: 0.63488, accuracy: 0.77051
Epoch: 30/80, step: 29/49, loss: 0.55001, accuracy: 0.79199
Epoch: 30/80, step: 30/49, loss: 0.62820, accuracy: 0.78516
Epoch: 30/80, step: 31/49, loss: 0.68576, accuracy: 0.75293
Epoch: 30/80, step: 32/49, loss: 0.60322, accuracy: 0.78711
Epoch: 30/80, step: 33/49, loss: 0.67774, accuracy: 0.75977
Epoch: 30/80, step: 34/49, loss: 0.61847, accuracy: 0.77441
Epoch: 30/80, step: 35/49, loss: 0.62641, accuracy: 0.77637
Epoch: 30/80, step: 36/49, loss: 0.63016, accuracy: 0.78125
Epoch: 30/80, step: 37/49, loss: 0.58702, accuracy: 0.79004
Epoch: 30/80, step: 38/49, loss: 0.63971, accuracy: 0.76953
Epoch: 30/80, step: 39/49, loss: 0.64309, accuracy: 0.76367
Epoch: 30/80, step: 40/49, loss: 0.68973, accuracy: 0.74512
Epoch: 30/80, step: 41/49, loss: 0.64227, accuracy: 0.76953
